Movies,ReleaseYear,Genre,MovieType,Rating,StarsDirectors,Votes,RunTime(mins),Gross($)
Transformers: War for Cybertron,2020,"Animation,Action,Adventure",Series,7.4,"Jason Marnocha, Frank Todaro, Jake Foushee, Bill Rogers",2923,30,58060000.0
Baywatch,2017,"Action,Comedy,Crime",Regular,5.5,"Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas, Seth Gordon",170844,116,58060000.0
Trollhunters,2016,"Animation,Action,Adventure",Series,8.4,"Charlie Saxton, Lexi Medrano, Anton Yelchin, Kelsey Grammer",14759,23,353010000.0
Snowpiercer,2020,"Action,Drama,Sci-Fi",Series,6.9,"Daveed Diggs, Iddo Goldberg, Mickey Sumner, Alison Wright",39433,60,353010000.0
Workin' Moms,2017,Comedy,Series,7.7,"Catherine Reitman, Dani Kind, Juno Rinaldi, Philip Sternberg",12896,30,353010000.0
The Devil All the Time,2020,"Crime,Drama,Thriller",Regular,7.1,"Tom Holland, Bill Skarsgård, Riley Keough, Jason Clarke, Antonio Campos",108684,138,353010000.0
Broadchurch,2013,"Crime,Drama,Mystery",Series,8.4,"David Tennant, Olivia Colman, Jodie Whittaker, Andrew Buchan",100611,48,353010000.0
Fast & Furious 7,2015,"Action,Adventure,Thriller",Regular,7.1,"Vin Diesel, Paul Walker, Dwayne Johnson, Jason Statham, James Wan",371194,137,353010000.0
L.A.'s Finest,2019,"Action,Comedy,Crime",Series,6.0,"Jessica Alba, Gabrielle Union, Duane Martin, Zach Gilford",5667,60,46890000.0
Good on Paper,2021,"Comedy,Romance",Regular,5.6,"Iliza Shlesinger, Britney Young, Christopher Nicholas Smith, Adam Lustick, Kimmy Gatewood",8099,92,46890000.0
Iron Fist,2017,"Action,Adventure,Crime",Series,6.5,"Finn Jones, Jessica Henwick, Jessica Stroup, Tom Pelphrey",118859,55,46890000.0
Too Hot to Handle,2020,"Game-Show,Reality-TV,Romance",Series,4.6,"Desiree Burch, Marvin Anthony, Chase de Moor, Cam Holmes",10008,40,46890000.0
Haseen Dillruba,2021,"Crime,Drama,Mystery",Regular,6.9,"Taapsee Pannu, Vikrant Massey, Harshvardhan Rane, Aditya Srivastav, Vinil Mathew",18149,135,46890000.0
Hannibal,2013,"Crime,Drama,Horror",Series,8.5,"Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Laurence Fishburne",236161,44,46890000.0
Longmire,2012,"Action,Crime,Drama",Series,8.3,"Robert Taylor, Katee Sackhoff, Lou Diamond Phillips, Cassidy Freeman",30685,60,46890000.0
Sicario,2015,"Action,Crime,Drama",Regular,7.6,"Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal, Denis Villeneuve",387903,121,46890000.0
The Fall,2013,"Crime,Drama,Thriller",Series,8.1,"Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi",89590,60,7000000.0
The Irishman,2019,"Biography,Crime,Drama",Regular,7.8,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Martin Scorsese",345455,209,7000000.0
Jujutsu Kaisen,2020,"Animation,Action,Adventure",Series,8.7,"Junya Enoki, Adam McArthur, Yûichi Nakamura, Yuma Uchida",25386,24,377850000.0
The Lord of the Rings: The Return of the King,2003,"Action,Adventure,Drama",Regular,8.9,"Elijah Wood, Viggo Mortensen, Ian McKellen, Orlando Bloom, Peter Jackson",1691777,201,377850000.0
Baby Driver,2017,"Action,Crime,Drama",Regular,7.6,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González, Edgar Wright",468655,113,107830000.0
Dynasty,2017,Drama,Series,7.3,"Elizabeth Gillies, Rafael de la Fuente, Robert Christopher Riley, Sam Adegoke",16666,42,403710000.0
Spider-Man,2002,"Action,Adventure,Sci-Fi",Regular,7.3,"Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco, Sam Raimi",709684,121,403710000.0
Jumanji: The Next Level,2019,"Action,Adventure,Comedy",Regular,6.7,"Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Jake Kasdan",205638,123,316830000.0
I Care a Lot,2020,"Comedy,Crime,Thriller",Regular,6.3,"Rosamund Pike, Peter Dinklage, Eiza González, Dianne Wiest, J Blakeson",109059,118,100550000.0
Love and Monsters,2020,"Action,Adventure,Comedy",Regular,7.0,"Dylan O'Brien, Jessica Henwick, Michael Rooker, Dan Ewing, Michael Matthews",100693,109,100550000.0
Awake,2021,"Action,Adventure,Drama",Regular,4.8,"Gina Rodriguez, Ariana Greenblatt, Lucius Hoyos, Shamier Anderson, Mark Raso",16262,96,100550000.0
The Haunting of Hill House,2018,"Drama,Horror,Mystery",Regular,8.6,"Michiel Huisman, Carla Gugino, Henry Thomas, Elizabeth Reaser",195117,572,100550000.0
Things Heard & Seen,2021,"Drama,Horror,Mystery",Regular,5.3,"Amanda Seyfried, James Norton, Natalia Dyer, Alex Neustaedter",24250,121,100550000.0
NCIS: Los Angeles,2009,"Action,Crime,Drama",Series,6.7,"Chris O'Donnell, Daniela Ruah, Barrett Foa, LL Cool J",49943,43,100550000.0
Arrival,2016,"Drama,Sci-Fi",Regular,7.9,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Denis Villeneuve",623912,116,100550000.0
Taxi Driver,1976,"Crime,Drama",Regular,8.2,"Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks, Martin Scorsese",752553,114,28260000.0
Grease,1978,"Musical,Romance",Regular,7.2,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Randal Kleiser",250587,110,188760000.0
El inocente,2021,"Crime,Drama,Mystery",Regular,7.9,"Mario Casas, Xavi Sáez, Santi Pons, Sam Feuer",19980,467,213520000.0
The Movies That Made Us,2019,Documentary,Series,7.8,"Donald Ian Black, Danny Wallace, Jennifer Julian, Frank Price",3653,45,213520000.0
Ragnarok,2020,"Action,Drama,Fantasy",Series,7.5,"David Stakston, Jonas Strand Gravli, Herman Tømmeraas, Theresa Frostad Eggesbø",31200,45,213520000.0
The King,2019,"Biography,Drama,History",Regular,7.2,"Tom Glynn-Carney, Gábor Czap, Tom Fisher, Edward Ashley, David Michôd",97848,140,213520000.0
Ginny & Georgia,2021,"Comedy,Drama",Series,7.5,"Brianne Howey, Antonia Gentry, Diesel La Torraca, Jennifer Robertson",35247,56,213520000.0
Jupiter's Legacy,2021,"Action,Adventure,Drama",Regular,6.7,"Josh Duhamel, Ben Daniels, Leslie Bibb, Andrew Horton",31953,56,213520000.0
Designated Survivor,2016,"Action,Drama,Mystery",Series,7.5,"Kiefer Sutherland, Adan Canto, Italia Ricci, Kal Penn",81326,60,213520000.0
Sing 2,2021,"Animation,Adventure,Comedy",Regular,8.2,"Matthew McConaughey, Taron Egerton, Tori Kelly, Reese Witherspoon, Garth Jennings",122230,40,213520000.0
White Collar,2009,"Comedy,Crime,Drama",Series,8.2,"Matt Bomer, Tim DeKay, Willie Garson, Tiffani Thiessen",122230,40,213520000.0
The Dig,2021,"Biography,Drama,History",Regular,7.1,"Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn, Simon Stone",60598,112,213520000.0
Knives Out 2,2022,"Comedy,Crime,Drama",Regular,7.2,"Madelyn Cline, Daniel Craig, Dave Bautista, Kathryn Hahn, Rian Johnson",18088,44,213520000.0
Dirty John,2018,"Crime,Drama",Series,7.2,"Connie Britton, Christian Slater, Eric Bana, Amanda Peet",18088,44,213520000.0
The Old Guard,2020,"Action,Adventure,Fantasy",Regular,6.7,"Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari, Gina Prince-Bythewood",141605,125,213520000.0
Venom,2018,"Action,Adventure,Sci-Fi",Regular,6.7,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Ruben Fleischer",390167,112,213520000.0
The Killing,2011,"Crime,Drama,Mystery",Series,8.2,"Mireille Enos, Joel Kinnaman, Billy Campbell, Liam James",102312,45,226010000.0
Don't Look Up,2021,Comedy,Regular,8.2,"Timothée Chalamet, Leonardo DiCaprio, Jennifer Lawrence, Cate Blanchett, Adam McKay",77286,145,226010000.0
Skins,2007,Drama,Series,8.2,"Kaya Scodelario, Nicholas Hoult, Joe Dempsie, Hannah Murray",77286,46,226010000.0
6 Underground,2019,"Action,Thriller",Regular,6.1,"Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy, Michael Bay",150455,128,226010000.0
The Fate of the Furious,2017,"Action,Adventure,Crime",Regular,6.6,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, F. Gary Gray",215795,136,226010000.0
Captain America: Civil War,2016,"Action,Adventure,Sci-Fi",Regular,7.8,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan",697750,147,408080000.0
Rurôni Kenshin: Sai shûshô - The Beginning,2021,"Action,Adventure,Drama",Regular,7.8,"Masanobu Andô, Towa Araki, Kasumi Arimura, Kentez Asaka, Keishi Ohtomo",1976,137,10060000.0
Death Note: Desu nôto,2006,"Animation,Crime,Drama",Series,9.0,"Mamoru Miyano, Brad Swaile, Vincent Tong, Ryô Naitô",262556,24,10060000.0
Naruto,2002,"Animation,Action,Adventure",Series,8.3,"Junko Takeuchi, Maile Flanagan, Kate Higgins, Chie Nakamura",79832,24,10060000.0
Black Sails,2014,"Adventure,Drama",Series,8.2,"Jessica Parker Kennedy, Toby Stephens, Hannah New, Zach McGowan",96550,56,10060000.0
Run,2020,"Mystery,Thriller",Regular,6.7,"Sarah Paulson, Kiera Allen, Sara Sohn, Pat Healy, Aneesh Chaganty",55389,90,10060000.0
Orphan Black,2013,"Action,Drama,Sci-Fi",Series,8.3,"Tatiana Maslany, Dylan Bruce, Jordan Gavaris, Kevin Hanchard",104501,44,10060000.0
Grimm,2011,"Crime,Drama,Fantasy",Series,7.8,"David Giuntoli, Russell Hornsby, Silas Weir Mitchell, Sasha Roiz",111716,45,10060000.0
Luther,2010,"Crime,Drama,Mystery",Series,8.4,"Idris Elba, Dermot Crowley, Michael Smiley, Warren Brown",125749,60,10060000.0
Sexy Beasts,2021,"Reality-TV,Romance",Series,4.7,Rob Delaney,592,125,10060000.0
Red Notice,2021,"Action,Comedy,Crime",Regular,8.6,"Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Rawson Marshall Thurber",682809,125,10060000.0
Sen to Chihiro no kamikakushi,2001,"Animation,Adventure,Family",Regular,8.6,"Daveigh Chase, Suzanne Pleshette, Miyu Irino, Rumi Hiiragi, Hayao Miyazaki",682809,125,10060000.0
Hotel Transylvania: Transformania,2021,"Animation,Adventure,Comedy",Regular,8.1,"Brian Hull, Andy Samberg, Selena Gomez, Kathryn Hahn",11437,48,14840000.0
Murdoch Mysteries,2008,"Crime,Drama,Mystery",Series,8.1,"Yannick Bisson, Helene Joy, Thomas Craig, Jonny Harris",11437,48,14840000.0
Wish Dragon,2021,"Animation,Adventure,Comedy",Regular,7.2,"Will Yun Lee, Constance Wu, Natasha Liu Bordizzo, John Cho, Chris Appelhans",15262,98,14840000.0
Resident Evil: Infinite Darkness,2021,"Animation,Action,Horror",Series,5.8,"Nick Apostolides, Bill Butts, Kellen Goff, Stephanie Panisello",7128,26,14840000.0
Reign,2013,"Drama,Fantasy",Series,7.5,"Adelaide Kane, Megan Follows, Celina Sinden, Torrance Coombs",45045,42,14840000.0
Elementary,2012,"Crime,Drama,Mystery",Series,7.9,"Jonny Lee Miller, Lucy Liu, Aidan Quinn, Jon Michael Hill",103707,60,14840000.0
The Girl in the Spider's Web,2018,"Action,Crime,Drama",Regular,6.1,"Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield, Fede Alvarez",43896,115,14840000.0
Kong: Skull Island,2017,"Action,Adventure,Fantasy",Regular,6.6,"Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly, Jordan Vogt-Roberts",294292,118,168050000.0
The Missing,2014,"Crime,Drama,Mystery",Series,8.2,"Tchéky Karyo, Anastasia Hille, David Morrissey, Keeley Hawes",23317,60,183640000.0
Hagane no renkinjutsushi,2009,"Animation,Action,Adventure",Series,9.1,"Kent Williams, Iemasa Kayumi, Vic Mignogna, Romi Pak",134855,24,183640000.0
Altered Carbon,2018,"Action,Drama,Sci-Fi",Series,8.0,"Chris Conner, Renée Elise Goldsberry, Dichen Lachman, Will Yun Lee",149002,60,183640000.0
Enterprise,2001,"Action,Adventure,Drama",Series,7.5,"Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating",48148,60,183640000.0
Black Clover,2017,"Animation,Action,Adventure",Series,8.3,"Dallas Reid, Cris George, Jill Harris, Christopher Sabat",13218,24,183640000.0
Uncut Gems,2019,"Crime,Drama,Thriller",Regular,7.4,"Adam Sandler, Julia Fox, Idina Menzel, Mesfin Lamengo",239770,135,183640000.0
American Crime Story,2016,"Biography,Crime,Drama",Series,8.4,"Sarah Paulson, Annaleigh Ashford, Sterling K. Brown, Kenneth Choi",83137,42,183640000.0
Bloodline,2015,"Drama,Thriller",Series,7.9,"Kyle Chandler, Ben Mendelsohn, Linda Cardellini, Sissy Spacek",46111,60,183640000.0
Revenge,2011,"Drama,Mystery,Thriller",Series,7.8,"Madeleine Stowe, Emily VanCamp, Gabriel Mann, Nick Wechsler",114932,44,183640000.0
The Revenant,2015,"Action,Adventure,Drama",Regular,8.0,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson, Alejandro G. Iñárritu",732244,156,183640000.0
Z Nation,2014,"Action,Comedy,Drama",Series,6.7,"Russell Hodgkinson, Nat Zang, Keith Allan, Kellita Smith",34226,44,342550000.0
Polar,2019,"Action,Crime,Drama",Regular,6.3,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren, Jonas Åkerlund",80553,118,342550000.0
Kim's Convenience,2016,Comedy,Series,8.2,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu",12443,22,342550000.0
Grace and Frankie,2015,Comedy,Series,8.3,"Jane Fonda, Lily Tomlin, Sam Waterston, Martin Sheen",41520,30,342550000.0
The Lord of the Rings: The Two Towers,2002,"Action,Adventure,Drama",Regular,8.7,"Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom, Peter Jackson",1529752,179,342550000.0
Love Is Blind,2020,"Reality-TV,Romance",Series,6.1,"Heather Ashley Chase, Nick Lachey, Vanessa Lachey, Kenny Barnes",5342,48,96520000.0
Legally Blonde,2001,"Comedy,Romance",Regular,6.3,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis, Robert Luketic",195752,96,96520000.0
Jessica Jones,2015,"Action,Crime,Drama",Series,7.9,"Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss",198056,56,140220000.0
Rust Creek,2018,"Crime,Drama,Thriller",Regular,5.9,"Hermione Corfield, Jay Paulson, Sean O'Bryan, Micah Hauptman, Jen McGowan",9263,108,140220000.0
American Vandal,2017,"Comedy,Crime,Drama",Series,8.2,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Travis Tope",28093,34,140220000.0
Cheers,1982,"Comedy,Drama",Series,7.9,"Ted Danson, Rhea Perlman, John Ratzenberger, George Wendt",49886,22,140220000.0
Ocean's Eight,2018,"Action,Comedy,Crime",Regular,6.3,"Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling, Gary Ross",197909,110,140220000.0
America: The Motion Picture,2021,"Animation,Action,Adventure",Regular,5.7,"Channing Tatum, Jason Mantzoukas, Olivia Munn, Bobby Moynihan, Matt Thompson",4485,98,172560000.0
That '70s Show,1998,"Comedy,Romance",Series,8.0,"Topher Grace, Laura Prepon, Mila Kunis, Danny Masterson",157990,22,172560000.0
Below Deck Mediterranean,2016,Reality-TV,Series,7.3,"Hannah Ferrier, Sandy Yawn, Malia White, João Franco",1327,43,172560000.0
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Action,Adventure,Fantasy",Regular,6.5,"Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom",276173,129,172560000.0
Sense8,2015,"Drama,Mystery,Sci-Fi",Series,8.3,"Bae Doona, Jamie Clayton, Tina Desai, Tuppence Middleton",144032,60,56950000.0
How to Become a Tyrant,2021,"Documentary,Biography,History",Series,7.4,"Peter Dinklage, Bruce Bueno de Mesquita, Waller Newell, Ruth Ben-Ghiat",3700,30,56950000.0
Dead to Me,2019,"Comedy,Crime,Drama",Series,8.0,"Christina Applegate, Linda Cardellini, Sam McCarthy, Luke Roessler",61944,30,56950000.0
Narcos: México,2018,"Crime,Drama",Series,8.4,"Scoot McNairy, Diego Luna, José María Yazpik, Fermín Martínez",64838,50,56950000.0
2001: A Space Odyssey,1968,"Adventure,Sci-Fi",Regular,8.3,"Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter, Stanley Kubrick",622998,149,56950000.0
Adventure Time,2010,"Animation,Action,Adventure",Series,8.6,"John DiMaggio, Jeremy Shada, Tom Kenny, Hynden Walch",81525,11,330360000.0
Nanatsu no taizai,2014,"Animation,Action,Adventure",Series,8.0,"Bryce Papenbrook, Erika Harlacher, Max Mittelman, Cristina Valenzuela",26282,24,330360000.0
My Unorthodox Life,2021,Reality-TV,Series,5.1,"David Green, Batsheva Haart",742,60,330360000.0
Slasher,2016,"Crime,Drama,Horror",Series,6.7,"Paula Brancati, Dean McDermott, Joanne Vannicola, Christopher Jacot",12031,60,330360000.0
Anne,2017,"Drama,Family",Series,8.7,"Amybeth McNulty, Geraldine James, R.H. Thomson, Dalila Bela",43433,60,330360000.0
The Tudors,2007,"Drama,History,Romance",Series,8.1,"Jonathan Rhys Meyers, Henry Cavill, Anthony Brophy, James Frain",70514,60,330360000.0
Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Sci-Fi",Regular,6.4,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg, Zack Snyder",657423,152,330360000.0
Pose,2018,Drama,Series,8.6,"Michaela Jaé (MJ) Rodriguez, Dominique Jackson, Indya Moore, Angel Bismark Curiel",23179,60,17800000.0
Cider no yô ni kotoba ga wakiagaru,2020,"Animation,Drama,Romance",Regular,7.0,"Somegorô Ichikawa, Hana Sugisaki, Kimberley Wong, Victoria Grace, Kyohei Ishiguro",941,87,17800000.0
News of the World,2020,"Action,Adventure,Drama",Regular,6.8,"Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson, Paul Greengrass",69037,118,17800000.0
Mother!,2017,"Drama,Horror,Mystery",Regular,6.6,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer, Darren Aronofsky",201141,121,17800000.0
Emily in Paris,2020,"Comedy,Drama,Romance",Series,7.0,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo",55757,30,200000.0
National Lampoon's Animal House,1978,Comedy,Regular,7.5,"John Belushi, Karen Allen, Tom Hulce, Stephen Furst, John Landis",115289,109,200000.0
The Affair,2014,Drama,Series,7.9,"Dominic West, Ruth Wilson, Maura Tierney, Julia Goldani Telles",42129,60,56820000.0
Honest Thief,2020,"Action,Crime,Drama",Regular,6.0,"Liam Neeson, Kate Walsh, Jai Courtney, Jeffrey Donovan, Mark Williams",40186,99,56820000.0
The End of the F***ing World,2017,"Adventure,Comedy,Crime",Series,8.1,"Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley",157802,25,56820000.0
Midnight in Paris,2011,"Comedy,Fantasy,Romance",Regular,7.7,"Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller, Woody Allen",399157,94,56820000.0
Lost in Space,2018,"Adventure,Drama,Family",Series,7.3,"Maxwell Jenkins, Molly Parker, Toby Stephens, Taylor Russell",76255,60,66210000.0
Wentworth,2013,"Crime,Drama",Series,8.6,"Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacqueline Brennan",18080,45,66210000.0
After Life,2019,"Comedy,Drama",Series,8.4,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",91972,30,66210000.0
The Fresh Prince of Bel-Air,1990,Comedy,Series,7.9,"Will Smith, James Avery, Alfonso Ribeiro, Tatyana Ali",125167,22,66210000.0
Kill Bill: Vol. 2,2004,"Action,Crime,Thriller",Regular,8.0,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Quentin Tarantino",706053,137,66210000.0
Bates Motel,2013,"Drama,Horror,Mystery",Series,8.1,"Vera Farmiga, Freddie Highmore, Max Thieriot, Nicola Peltz",100394,45,75610000.0
Moneyball,2011,"Biography,Drama,Sport",Regular,7.6,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman, Bennett Miller",386263,133,75610000.0
Behind Her Eyes,2021,"Drama,Mystery,Thriller",Regular,7.2,"Simona Brown, Eve Hewson, Tom Bateman, Robert Aramayo",47174,298,4560000.0
Biohackers,2020,"Drama,Sci-Fi,Thriller",Series,6.8,"Luna Wedler, Jessica Schwarz, Adrian Julius Tillmann, Caro Cult",7563,44,4560000.0
Extraction,2020,"Action,Thriller",Regular,6.7,"Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal, Sam Hargrave",174406,116,4560000.0
The IT Crowd,2006,Comedy,Series,8.5,"Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry",138970,25,4560000.0
Californication,2007,"Comedy,Drama",Series,8.3,"David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon",174076,28,4560000.0
Beastars,2019,"Animation,Crime,Drama",Series,7.8,"Chikahiro Kobayashi, Jonah Scott, Daman Mills, Lara Jill Miller",7429,23,4560000.0
3rd Rock from the Sun,1996,"Comedy,Family,Sci-Fi",Series,7.7,"John Lithgow, Jane Curtin, Kristen Johnston, French Stewart",48780,60,4560000.0
Big Mouth,2017,"Animation,Comedy,Romance",Series,7.9,"Nick Kroll, John Mulaney, Jessi Klein, Jason Mantzoukas",61304,30,4560000.0
Locke & Key,2020,"Drama,Fantasy,Horror",Series,7.4,"Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott",47717,48,106580000.0
300: Rise of an Empire,2014,"Action,Drama",Regular,6.2,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson, Noam Murro",286734,102,106580000.0
Kimi no na wa.,2016,"Animation,Drama,Fantasy",Regular,8.4,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yûki, Makoto Shinkai",217433,106,5020000.0
Travelers,2016,"Drama,Mystery,Sci-Fi",Series,8.1,"Eric McCormack, MacKenzie Porter, Nesta Cooper, Jared Abrahamson",49197,45,22680000.0
Black Lightning,2017,"Action,Drama,Sci-Fi",Series,6.1,"Cress Williams, Nafessa Williams, Christine Adams, Marvin 'Krondon' Jones III",23354,43,22680000.0
Booksmart,2019,Comedy,Regular,7.2,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis, Olivia Wilde",103143,102,22680000.0
The Water Man,2020,"Adventure,Drama,Family",Regular,5.3,"Rosario Dawson, Maria Bello, Alfred Molina, David Oyelowo, David Oyelowo",1978,91,102920000.0
Chesapeake Shores,2016,"Drama,Family",Series,7.5,"Jesse Metcalfe, Meghan Ory, Barbara Niven, Laci J Mailey",5407,42,102920000.0
Oxygène,2021,"Drama,Fantasy,Sci-Fi",Regular,6.5,"Mélanie Laurent, Mathieu Amalric, Malik Zidi, Laura Boujenah, Alexandre Aja",27918,100,102920000.0
Jaws 2,1978,"Adventure,Horror,Thriller",Regular,5.8,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeannot Szwarc",73931,116,102920000.0
Enola Holmes,2020,"Action,Adventure,Crime",Regular,6.6,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter, Harry Bradbeer",145206,123,110520000.0
Rurôni Kenshin: Sai shûshô - The Final,2021,"Action,Adventure,Drama",Regular,7.2,"Takeru Satoh, Shin'nosuke Abe, Yû Aoi, Munetaka Aoki, Keishi Ohtomo",4682,138,110520000.0
